path,cell_crowding_level,cell_polarity_level,mitosis_level,nucleoli_level,pleomorphism_level,freq_id,cl_labels
/data/AttributeGAN/data/Images/116721_014.png,1,3,1,1,3,0,12
/data/AttributeGAN/data/Images/118432_009.png,2,2,1,2,3,0,27
/data/AttributeGAN/data/Images/1_00061_sub0_009.png,0,0,1,2,2,1,100
/data/AttributeGAN/data/Images/H1_09_2.png,3,3,1,1,4,0,65
/data/AttributeGAN/data/Images/N6_05_1.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/LP2_66_7.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/115833_010.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/115863_002.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/1_00072_sub0_022.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/118260_013.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/118235_013.png,1,3,1,2,3,0,14
/data/AttributeGAN/data/Images/H7_43_8.png,2,0,1,1,3,0,18
/data/AttributeGAN/data/Images/116661_013.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/116454_004.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/N2_01_7.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/1_00156_sub0_031.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/118338_001.png,1,3,1,1,3,0,12
/data/AttributeGAN/data/Images/N5_10_4.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/118231_003.png,3,3,1,1,2,0,63
/data/AttributeGAN/data/Images/1_00068_sub0_027.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118335_011.png,1,0,1,1,2,0,5
/data/AttributeGAN/data/Images/116966_009.png,1,2,1,2,2,1,100
/data/AttributeGAN/data/Images/N9_03_1.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/116702_012.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/H7_43_9.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/1_00161_sub0_030.png,1,2,1,1,3,1,100
/data/AttributeGAN/data/Images/115920_002.png,1,3,1,1,2,0,11
/data/AttributeGAN/data/Images/H4_13_2.png,3,2,1,1,4,0,53
/data/AttributeGAN/data/Images/LP9_03_5.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/N6_06_9.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/1_00069_sub0_033.png,4,0,1,1,3,0,77
/data/AttributeGAN/data/Images/H6_06_6.png,3,0,1,1,4,0,47
/data/AttributeGAN/data/Images/116661_009.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/N10_01_6.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/N3_01_4.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/115871_011.png,4,2,1,1,3,0,79
/data/AttributeGAN/data/Images/115971_008.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/N5_10_9.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/1_00062_sub0_032.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/118202_013.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/N6_06_5.png,1,1,1,1,3,1,100
/data/AttributeGAN/data/Images/N10_04_9.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/H4_21_8.png,3,3,1,1,4,0,65
/data/AttributeGAN/data/Images/118432_012.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/118235_003.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/118235_012.png,1,3,1,2,2,0,13
/data/AttributeGAN/data/Images/116456_007.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/1_00072_sub0_052.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/1_00144_sub0_030.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/H6_03_4.png,3,0,1,1,4,0,47
/data/AttributeGAN/data/Images/1_00061_sub0_031.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/1_00066_sub0_042.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/1_00061_sub0_043.png,3,0,1,2,2,0,48
/data/AttributeGAN/data/Images/1_00072_sub0_037.png,0,1,1,1,0,1,100
/data/AttributeGAN/data/Images/118345_000.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/1_00070_sub0_005.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/N6_05_5.png,1,2,1,1,1,0,8
/data/AttributeGAN/data/Images/116806_014.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/LP2_38_8.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/H12_09_1.png,4,0,1,1,3,0,77
/data/AttributeGAN/data/Images/N2_01_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/2_00377_sub0_026.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/2_00377_sub0_020.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/115937_014.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00064_sub0_036.png,3,0,1,1,3,0,46
/data/AttributeGAN/data/Images/118334_007.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/1_00150_sub0_013.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/116745_003.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/LP3_19_2.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/1_00156_sub0_013.png,0,0,1,1,0,0,3
/data/AttributeGAN/data/Images/H12_25_6.png,4,2,1,1,3,0,79
/data/AttributeGAN/data/Images/LP2_42_9.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/115924_005.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/2_00377_sub0_023.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/115863_009.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/2_00377_sub0_030.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00061_sub0_032.png,3,3,1,1,1,1,100
/data/AttributeGAN/data/Images/118426_011.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/1_00063_sub0_003.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/1_00150_sub0_025.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/116626_010.png,1,3,1,1,2,0,11
/data/AttributeGAN/data/Images/116676_005.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118345_001.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/115842_001.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/1_00071_sub0_007.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/2_00377_sub0_031.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/116634_008.png,3,3,1,1,2,0,63
/data/AttributeGAN/data/Images/LP1_33_3.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/118345_005.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/118443_012.png,3,3,1,1,2,0,63
/data/AttributeGAN/data/Images/118272_003.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/H4_20_8.png,3,2,1,1,4,0,53
/data/AttributeGAN/data/Images/115846_001.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/116722_012.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/118398_000.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/N10_04_7.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/118333_007.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/116721_001.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/2_00079_sub0_041.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118633_008.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116676_006.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/115926_011.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/1_00061_sub0_011.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/H7_43_6.png,2,2,1,1,4,1,100
/data/AttributeGAN/data/Images/N5_04_9.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/N10_02_4.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/1_00063_sub0_021.png,4,1,1,1,2,1,100
/data/AttributeGAN/data/Images/115971_012.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/115833_001.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/118235_001.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/116712_005.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116844_007.png,4,2,1,2,2,1,100
/data/AttributeGAN/data/Images/115916_009.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116846_008.png,3,3,1,1,3,0,64
/data/AttributeGAN/data/Images/116910_000.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/1_00068_sub0_009.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/N6_03_9.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/N3_07_5.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/116833_009.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/118247_014.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/N10_04_8.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/2_00377_sub0_039.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/115949_014.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/1_00070_sub0_006.png,0,0,1,1,2,0,4
/data/AttributeGAN/data/Images/115951_005.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/1_00070_sub0_017.png,2,1,1,1,1,1,100
/data/AttributeGAN/data/Images/1_00071_sub0_009.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/1_00150_sub0_019.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/116846_000.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/118338_010.png,1,3,1,1,3,0,12
/data/AttributeGAN/data/Images/118334_003.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00061_sub0_004.png,3,0,1,2,2,0,48
/data/AttributeGAN/data/Images/LP5_9_5.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/1_00152_sub0_017.png,3,1,1,1,2,0,49
/data/AttributeGAN/data/Images/1_00072_sub0_054.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/N6_05_8.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/118402_006.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00072_sub0_027.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118432_013.png,2,2,1,2,3,0,27
/data/AttributeGAN/data/Images/118440_005.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/LP3_54_4.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/118230_009.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/1_00161_sub0_014.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/116668_011.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/118253_011.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/N3_13_3.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/LP3_16_8.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/H3_01_1.png,3,0,1,1,3,0,46
/data/AttributeGAN/data/Images/118272_005.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/115876_000.png,3,0,1,2,2,0,48
/data/AttributeGAN/data/Images/116966_003.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/115927_012.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/1_00070_sub0_025.png,3,1,1,1,2,0,49
/data/AttributeGAN/data/Images/N1_08_5.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/1_00070_sub0_042.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/118341_014.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/115833_014.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/116718_001.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/N7_01_6.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115953_008.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/2_00400_sub0_033.png,3,1,1,1,2,0,49
/data/AttributeGAN/data/Images/N10_07_2.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/2_00377_sub0_051.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118432_010.png,2,2,1,2,3,0,27
/data/AttributeGAN/data/Images/LP2_38_9.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/115831_009.png,1,3,1,2,3,0,14
/data/AttributeGAN/data/Images/LP3_10_9.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/N2_15_5.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/LP7_03_9.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/116972_009.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116953_014.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/116627_003.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/115916_000.png,2,0,1,1,2,0,17
/data/AttributeGAN/data/Images/LP2_09_8.png,2,0,1,1,3,0,18
/data/AttributeGAN/data/Images/H7_12_4.png,2,1,1,1,3,0,21
/data/AttributeGAN/data/Images/116633_002.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/1_00070_sub0_026.png,3,0,1,2,2,0,48
/data/AttributeGAN/data/Images/1_00065_sub0_042.png,2,0,1,2,2,0,19
/data/AttributeGAN/data/Images/116745_013.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/118443_011.png,3,3,1,1,3,0,64
/data/AttributeGAN/data/Images/2_00377_sub0_035.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118440_001.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/116966_001.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/115831_000.png,1,3,1,2,3,0,14
/data/AttributeGAN/data/Images/1_00068_sub0_026.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/116641_006.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/116916_011.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/118368_010.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/116966_014.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/N1_09_1.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/H4_04_9.png,3,3,1,1,4,0,65
/data/AttributeGAN/data/Images/116840_008.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/1_00065_sub0_056.png,2,0,1,1,3,0,18
/data/AttributeGAN/data/Images/115864_014.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/118202_004.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/118421_006.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/LP3_37_1.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/1_00144_sub0_000.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/N5_10_1.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/115836_011.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/118232_008.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/115916_002.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/LP3_34_9.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/118274_012.png,3,3,1,1,2,0,63
/data/AttributeGAN/data/Images/H4_03_3.png,4,3,1,1,4,0,84
/data/AttributeGAN/data/Images/118287_011.png,1,0,1,1,2,0,5
/data/AttributeGAN/data/Images/118283_012.png,3,3,1,2,3,0,67
/data/AttributeGAN/data/Images/115941_006.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/118250_004.png,1,3,1,1,2,0,11
/data/AttributeGAN/data/Images/1_00071_sub0_016.png,0,2,1,2,3,1,100
/data/AttributeGAN/data/Images/2_00079_sub0_033.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/N3_14_1.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/116626_014.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/2_00377_sub0_037.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118245_006.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118398_012.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/H7_17_7.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/H6_01_2.png,3,2,1,2,4,1,100
/data/AttributeGAN/data/Images/1_00156_sub0_037.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/115852_002.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/1_00161_sub0_045.png,2,2,1,2,3,0,27
/data/AttributeGAN/data/Images/2_00377_sub0_012.png,3,3,1,1,4,0,65
/data/AttributeGAN/data/Images/118432_014.png,1,2,1,2,3,1,100
/data/AttributeGAN/data/Images/1_00071_sub0_002.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118341_011.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116974_006.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/115867_002.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/115949_009.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/2_00079_sub0_031.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/1_00065_sub0_003.png,2,1,1,2,2,0,22
/data/AttributeGAN/data/Images/1_00065_sub0_037.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/115916_003.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116707_006.png,1,3,1,2,3,0,14
/data/AttributeGAN/data/Images/118402_004.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/N1_14_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115833_005.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/118334_008.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/N3_14_4.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/LP3_45_6.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/N3_05_1.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/118336_001.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/N10_05_2.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/115949_012.png,3,1,1,2,2,1,100
/data/AttributeGAN/data/Images/2_00079_sub0_027.png,2,1,1,2,2,0,22
/data/AttributeGAN/data/Images/116966_008.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/116707_004.png,2,3,1,2,3,0,38
/data/AttributeGAN/data/Images/116925_002.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/118232_014.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/118260_007.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/1_00066_sub0_059.png,4,0,1,1,2,0,76
/data/AttributeGAN/data/Images/118230_011.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/1_00065_sub0_024.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/118334_004.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/LP3_13_6.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/2_00377_sub0_017.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/1_00143_sub0_048.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/118633_002.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00068_sub0_055.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/LP7_04_8.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115920_011.png,1,2,1,1,3,1,100
/data/AttributeGAN/data/Images/H4_21_9.png,3,3,1,1,4,0,65
/data/AttributeGAN/data/Images/118288_008.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/115836_002.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/N2_07_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/1_00064_sub0_015.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/116681_010.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115941_011.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/H2_02_4.png,4,0,1,1,4,1,100
/data/AttributeGAN/data/Images/115927_007.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/1_00156_sub0_041.png,0,0,1,1,3,1,100
/data/AttributeGAN/data/Images/116627_001.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116973_011.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/116841_002.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/1_00068_sub0_006.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/1_00072_sub0_044.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/115832_014.png,3,3,1,2,3,0,67
/data/AttributeGAN/data/Images/116820_007.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/N5_11_1.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/116920_011.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/116627_011.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/115868_010.png,4,3,1,1,2,0,82
/data/AttributeGAN/data/Images/N10_04_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/116707_012.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115833_003.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/116456_005.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/H7_22_9.png,2,1,1,1,3,0,21
/data/AttributeGAN/data/Images/N3_06_5.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/116973_003.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/N1_04_2.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/1_00068_sub0_037.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/H3_02_4.png,3,0,1,1,4,0,47
/data/AttributeGAN/data/Images/116707_002.png,2,3,1,1,3,0,36
/data/AttributeGAN/data/Images/2_00400_sub0_053.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/H1_03_3.png,3,3,1,1,4,0,65
/data/AttributeGAN/data/Images/115941_010.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/1_00070_sub0_051.png,3,1,1,1,2,0,49
/data/AttributeGAN/data/Images/118250_009.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/1_00161_sub0_027.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/N1_04_5.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/N4_02_8.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/1_00066_sub0_038.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/1_00061_sub0_016.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/1_00161_sub0_026.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/115967_000.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/2_00377_sub0_033.png,2,0,1,1,2,0,17
/data/AttributeGAN/data/Images/2_00079_sub0_036.png,3,1,1,1,2,0,49
/data/AttributeGAN/data/Images/1_00064_sub0_000.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/1_00065_sub0_048.png,0,0,1,1,2,0,4
/data/AttributeGAN/data/Images/2_00079_sub0_022.png,3,0,1,1,2,0,45
